Temperature,Sunlight_Hours,Humidity,Panel_Angle,Power_Output
25.405337280886044,4.797847778751059,22.715498832233088,11.15444211591109,Low
14.271338219567259,11.375645041062,32.109176491865774,26.270462970972947,Low
27.331191853894456,5.126163662169707,65.12281566835166,12.905146911750817,Low
11.203598239032644,5.799174445843258,62.56267581859335,27.92587594586606,Low
41.826214072757374,8.465073265025719,37.35630162346868,21.462517622811518,High
19.05729935600059,10.112744001703852,23.721492521166986,21.747014736594046,Low
33.188279952389365,8.954810447490392,71.48468433349663,32.24631487908094,Low
20.909887663129382,5.857071302401249,38.82185828419416,15.708430215306706,Low
28.20238074122338,4.007544340219923,31.74280489569591,36.82936796189058,Low
29.13485977701479,10.057204642459514,50.96370934165863,30.371082192252217,Low
16.469905943393446,11.881658607288749,74.61363195694685,42.02306200966288,Low
43.93546197175955,10.479304962448722,22.612794670602522,22.76942288186332,High
37.12964881763901,7.681652945252923,65.94824528185326,44.39502472234939,Low
42.88246295474662,11.230138091192853,54.34839367632254,30.153967634990813,Low
41.31895726496771,7.2787813849468,45.52694699310902,44.069068466563685,High
30.92649925838798,8.19947267394774,64.6448266463036,10.947122891649036,Low
42.265598225809086,7.817038139165466,77.94946546649794,35.479171284433576,Low
13.097237571817182,7.5809909813242,33.75237266976146,38.58175335024577,Low
16.859400184670083,10.201526154351246,28.618841904327176,11.861065033677065,Low
11.582955111868833,8.214151258155937,74.77290471336183,30.2639382405686,Low
21.38656157671425,6.5337369762017286,60.137184647438225,38.06798027563069,Low
23.60370513913187,6.065265341267827,46.27916129371796,29.636355382807547,Low
19.497216112086356,4.301978535739467,54.39557421585698,12.233475664191332,Low
39.00581282031753,8.665561295064368,64.73683431057464,34.270653431440905,Low
22.486366434275624,5.839691323208274,66.38191392234303,12.120892013565802,Low
19.832707839058326,5.185071376131065,75.19365084913787,38.61141132557535,Low
28.994362910538698,9.230639710621421,45.610567333737364,11.506196415734305,Low
14.932347874116694,9.449674062572392,37.6046546011637,14.808908335362979,Low
38.07689432639139,10.017239138061328,58.379856007390515,19.628765668314397,Low
12.60927252879198,8.028615170708733,44.94367395677182,32.167767729128,Low
44.541042781018106,11.152436841631094,55.67590723693868,44.17256848709571,Low
37.02856692538301,11.490742027185822,45.199147907357016,14.123799841697704,Low
16.955048853696034,10.458967518339914,29.17974720069047,14.994768422487144,Low
10.193274099326084,9.084747856065498,48.1656050995375,22.91046388453431,Low
38.5411499959192,6.429767628729509,61.455069316461966,39.26766982143621,Low
34.740007034666604,11.86355937296177,67.95702846005899,26.353083346278495,Low
35.515250881434554,6.193089337535507,49.59957660779281,21.256371008953757,Low
36.9944621340081,5.6212553759234485,29.914273412624055,29.642134127310143,Low
12.591562810693162,7.537232910292662,44.881262578965895,19.11831191060125,Low
22.546300499049543,4.454724565699108,67.17763573050189,24.04059675366323,Low
14.05541708337954,11.827955717374326,44.77155623702437,21.641180223121466,Low
40.208619905645776,8.707468451331398,61.79184761625334,38.14493578451261,Low
31.815434438964527,8.455616733313402,50.432820900685385,42.34895042533003,Low
21.58143086984272,9.24637023919776,34.4733875065638,36.585026725491915,Low
12.224542260010827,7.976189182217653,67.76903048138445,25.36792516104942,Low
20.884381260048176,4.256508136756333,25.052807244241222,27.651724212383233,Low
21.381416270936146,8.898490310723174,51.49341696530904,14.37757928753025,Low
35.53621624183224,9.729391015651444,32.5334620546043,36.140264889708824,High
32.31451149743246,7.333992484992425,24.02393771248254,30.876648778826542,High
41.05244599017143,10.058364576569543,50.17603622499493,41.58539986481027,Low
26.527522380668227,5.816010394707365,49.97372935609542,17.021390025130362,Low
14.18579860784056,5.770212728529472,62.414054100543254,36.59041426764142,Low
34.963567552804825,5.291335901500592,64.6850415831143,33.96350816017164,Low
36.62747670159141,6.975958078313295,63.667489321573804,19.304593683341324,Low
29.64470191493237,10.776096283112668,44.5735239750053,33.35825238392888,High
36.98385129840963,10.623296497192515,57.90138723359375,42.353068320182736,Low
27.282845872753676,7.06259366370803,54.61671455863762,42.14525956834916,Low
28.29564902836979,8.712949887841893,45.29370536701518,35.18693010806494,High
24.963935642549238,9.766530531799326,55.83276165115959,11.682558938692104,Low
10.88966943604333,5.929654197024184,76.83487260237575,40.52925180620565,Low
13.776199944765656,5.345128687157977,31.57362462088264,33.0222512451589,Low
11.100021499035698,11.776767945698488,74.34632574713157,20.865198861395704,Low
32.274364394232315,8.940458505676947,23.2073308389919,16.553762659699476,Low
21.002459337671432,11.851325774669311,38.50335277409964,14.067135204906098,Low
27.799974190764598,6.702047897057833,37.288714916691696,11.758291474021634,Low
41.76482658741325,9.624253599793052,57.58190647285434,36.39361367827648,Low
18.725228020210622,5.780829092329902,27.87349710663742,18.254504963014636,Low
24.36340230624704,6.089601370191303,72.94085671038522,10.848852761513928,Low
36.44428984900671,8.095216970156992,69.71308450790248,23.904472814469624,Low
18.007935792206787,6.55694500406457,59.123949181116664,26.891247820731863,Low
12.694296844007756,5.340972510724676,47.504829907531864,15.923058081504442,Low
20.14130085198188,6.103045615914608,75.97736252852471,11.541691765689242,Low
15.642745053890154,4.285987155726917,69.84479328323336,16.619391908432412,Low
42.53941783199006,9.635388971819893,49.95890888487469,33.7685966642801,High
38.28421328475459,7.936933256686893,62.112401267258676,12.878528703792224,Low
32.16913147786482,4.753944531236205,54.015797130781074,29.426296069494782,Low
40.50112065657012,5.37355194502793,55.276534303295875,15.124419576785833,Low
38.128522691469,4.820276304901152,39.85856416624827,16.849121075314677,Low
16.529952061011254,8.900742466207012,47.725076277493805,23.757725914334454,Low
41.23956494714922,4.75368290889995,24.68728584738465,13.528886761880596,Low
28.876978467047774,10.03425866428173,41.44092149987555,16.06212259737745,Low
38.26040543074219,4.164087354563129,61.74971092172912,22.213334400797393,Low
41.363195497322266,5.995006303967137,77.19296183037117,21.53841519244284,Low
21.130121624015235,11.125333407135258,77.78384676578122,36.22450199865062,Low
13.851817358468686,9.748250544977967,53.3433721474935,12.617380679424853,Low
17.97773068896796,4.583746663405502,56.39733510857492,40.11577574832202,Low
24.94877260191897,10.569008835881437,31.14327113005805,38.56812597588092,Low
38.63051680728726,7.944280972321638,61.71848648561184,36.80970738921785,Low
40.12557041397202,10.774264217350634,24.239527560463173,20.82803268620964,High
10.243324568591675,8.805918195603148,37.081141147966676,38.80086249392757,Low
27.8761555902148,9.45466425626287,60.10180083712653,16.398072810124827,Low
24.609385110207263,11.948012483165666,38.61860789260936,14.354322204925989,Low
17.77377336647556,5.858684367392145,22.99081244686726,11.573471672132058,Low
14.195287856678899,8.991564598091106,69.91222456105783,42.87586270519515,Low
21.81653099912698,7.682571120459187,38.61980042807379,20.78038141968458,Low
43.00183963693817,4.3156156233815315,23.786313491520705,42.11662580622671,Low
21.312102620726435,4.11576513202292,24.48728987017191,19.54147465317654,Low
28.157671761017813,4.953828622542869,35.10552792732522,41.76480857677223,Low
34.60566356133123,9.192733924308385,30.680956833291575,41.63751684961309,High
22.727036083275287,8.537304703307138,66.45800706680905,42.32866157537495,Low
44.012372895233625,8.42743648930982,39.30104280002207,27.36537037494678,High
43.68565532297389,4.254854100226081,68.28174710238994,40.30812003796122,Low
18.812380353887747,7.754423970880056,30.430759869389167,43.27680636585621,Low
27.40369770623349,11.39698254274023,49.57275077264502,21.361592966401282,High
20.53074084358694,7.180734954485173,61.282228013187726,24.660604198889427,Low
19.969417303211365,8.99937975830765,59.119451231951295,35.17340655675104,Low
11.291043157408648,10.238549404985148,56.06776459581612,20.512593760315532,Low
31.33475168929639,10.2714022331351,75.48929611587019,36.38332581194307,Low
27.59376581301015,8.15424065916217,33.71150886240466,12.586225082473687,Low
11.801756293749627,10.86361556321869,49.623152267726326,28.322443450098977,Low
19.752626248281402,7.131024746909976,73.03955300434453,14.280971942931082,Low
41.78930600883288,11.109545718278387,24.673625935709424,20.266321675283677,High
18.384666173344037,5.9218173311643625,23.353296095184515,19.05188873702652,Low
15.071320523192808,6.241731255924568,33.99813725349748,39.36262257469331,Low
27.130846609714705,4.424964993592009,57.98127317228111,16.77310393921691,Low
44.497765893871026,10.364654692338263,35.59277758698841,38.29567720556916,High
18.471934502902513,7.336441889861645,31.41439302852794,37.788612106777265,Low
33.52474415920575,5.832932911291192,47.52813892149753,27.460906944503048,Low
36.65668653650512,5.854322220932637,56.81588412616469,18.184513945864538,Low
18.317314039733986,11.211199529833866,34.913462421004425,17.941371898467793,Low
35.487572201415084,10.671332803688294,38.04147120342452,26.272362649054674,High
22.87240964517386,8.428247082857467,56.813558288690835,10.30831525877307,Low
32.13070407077528,8.92888640332577,76.74430531936716,28.597276411397814,Low
32.17353987663131,7.794604564402328,60.4845036462853,43.34728340184694,Low
28.752113942616546,7.133332343030471,66.9742486150736,15.414740865190879,Low
13.16014195190429,11.323815049746653,42.00860568532813,30.06709675164612,Low
39.23558734562333,5.004901628162417,36.33526156306796,43.66225410255599,Low
21.227302274010754,7.347574317729824,47.25606459215735,40.11827488220601,Low
16.5281478639949,6.756495263903003,68.42796972270042,39.76330407334691,Low
11.427129954416737,7.985205762009187,47.37797850743335,38.76474756386662,Low
30.681253011588463,7.6610549963614005,70.80352452739166,20.815826211966495,Low
33.71475266447989,8.151116253208652,79.32631884170763,41.17158909433843,Low
10.580574012474965,5.119351817815953,24.321599943820182,42.946912293160985,Low
27.923257040474834,8.105132012106218,22.72460936502222,27.352734815466377,High
17.92735213192783,5.939350511097687,28.97538217480171,22.409986654081056,Low
32.58104766433075,5.47465079190553,43.06218054406077,24.498015546204964,Low
16.1028250151747,4.51867375028953,27.862532548725945,21.697225464094295,Low
34.182820833586305,10.101220470049128,72.23986865712536,17.434645470858904,Low
23.53573712051881,7.41953536685248,21.38877506162383,31.64569645885113,Low
42.78554960578571,9.013149466494067,38.94756298014935,29.690891018586303,High
14.813233045109763,9.820746746437948,31.08167776965232,26.190477486374647,Low
21.93732228675905,9.434533322508429,75.89235980945193,13.354588533969112,Low
13.971573243420618,7.764005752717458,60.16886029340168,37.891253764709994,Low
42.3642766397497,7.103188231613839,74.72181538708247,16.12267469627762,Low
40.70687736833433,7.00767927712531,78.3397226186236,14.009671518861685,Low
19.027956970030445,9.12039037544045,49.82589462064215,31.80749884190316,Low
33.09944161119627,7.958354839534987,34.05914648288157,23.95255264332031,High
38.602777007042555,10.793057983908085,31.62372717179536,12.093296637331532,Low
29.432028405981182,10.997615874613697,33.37513170115043,22.444892423637036,High
28.537770242460226,5.364483024052148,62.51559845732017,37.012312329973696,Low
18.464830181515808,5.089869212365805,22.426743687380043,31.533722182598414,Low
13.258596873206471,9.043207408287996,23.08166438196289,22.69751080454489,Low
41.40255152836644,6.409805984498235,56.488576542989,16.713167707210584,Low
41.51463200071657,4.148565750120791,58.52342880424439,32.112846728167064,Low
32.15855100456437,11.109141354903642,59.9157754593476,41.064435533122435,Low
21.866042686704525,5.815206137950466,42.31283027531548,32.619545130556986,Low
22.22233511144313,11.434245213486474,68.3566933228492,38.45163491275785,Low
35.40844876045838,9.73947560702603,52.017475263597056,28.253474349402985,Low
41.398859098340196,10.101227919291874,26.327937800565167,35.128988735936005,High
41.0480248492791,5.611691966345283,67.82595842404072,41.367937082242335,Low
37.295644105016834,5.873555404934503,77.1840671762275,37.06126423905293,Low
32.47110761540007,8.170142030592526,23.60217878014152,41.8448883689351,High
12.94489877482671,5.376798821198897,43.4810803220348,25.089886074062093,Low
15.657004993311482,6.443453541464258,49.25096269008486,41.64770892944698,Low
41.44939659844778,6.571699823582436,28.788245604699014,31.754853206859764,Low
31.225017088085647,5.277039466022113,72.06253686697264,40.45170681285928,Low
10.321896806582037,5.641462667161286,37.048978693402645,11.378178565324239,Low
13.551504000311123,10.308414736066052,66.98051239628961,33.024833366973766,Low
33.22256191878195,5.337566836378147,60.25966892169896,39.67912776072646,Low
10.177155434617655,4.22765913475138,55.882749348021406,16.097071177511992,Low
15.628281799612452,9.034839541031507,31.528570921793264,33.162542671272305,Low
29.205682627830516,11.8078649551396,33.24221123305434,38.8734149975821,High
34.21633191924427,6.649710516984971,22.84090428479416,20.078227937142298,Low
32.81864408259102,4.949245625570018,34.44274578693598,24.183621476723722,Low
17.849425831119593,8.563098602940247,40.72661656763084,29.93312014747268,Low
34.92627274716375,11.25083368876517,69.98871823174552,28.170869110959675,Low
18.303718062388,10.27249423862783,41.98356000288832,11.371628756299748,Low
21.38898943557437,8.980126947301727,65.27730696593639,13.45352343298947,Low
36.12719917913084,6.520451972860795,46.36653687772925,13.516330275652646,Low
32.73715146665251,8.33504138620976,67.0920987196333,19.179376692471124,Low
39.722819367296225,4.729958730434043,78.5762960262224,18.60524394808572,Low
33.01645123051202,9.431563394245359,34.390493483454804,35.97778343253799,High
29.890801116741507,9.800768151181206,71.74049671783257,30.04605351056506,Low
13.278616873983236,11.720252983279352,57.30944517834648,36.739162962583436,Low
22.870053107080174,6.083178869960573,69.03765569531929,12.446362009380454,Low
19.282082868860392,4.147651352344181,59.09515413606832,26.98249831150602,Low
18.539637518267924,8.364867715417205,45.43697043644901,21.33214527428443,Low
44.055369416335594,9.654324035174515,33.68449636650742,39.74787587645112,High
23.758420363336615,10.323259807063904,24.2021135198699,34.77262049184662,Low
41.22162943119896,5.549911464198485,52.13110186764302,40.42404647893787,Low
32.0898519099042,6.094022952296189,79.41956567161193,11.624949284212102,Low
37.8183956239577,8.100727402138372,64.28250830085238,35.22882213483102,Low
27.592298258681723,6.644806479760015,39.640732483940994,28.90029232558523,Low
30.191635961922568,10.88409189269956,69.63228800520412,38.875001015544804,Low
27.238119283660236,7.790081229909762,66.1390400105844,27.750620682403735,Low
16.83350457293156,10.396629152816024,36.898147601207405,28.907317726566813,Low
35.28582403415268,8.64495808385883,20.85844938765408,11.81185833297228,Low
19.827032685429952,10.184721132936897,27.089758312036977,33.39830027625884,Low
10.851058825100884,6.661383892242591,72.63837141872345,19.559895646176752,Low
32.59153035675087,10.65133297544249,70.1937821182923,10.689287276258717,Low
16.198873779246714,6.196578524408173,37.71254005270175,12.325300687711051,Low
42.916050452352,8.368790464026326,37.11172557706523,43.5049963138109,High
43.38750019509056,5.712056905390994,67.57189922614828,22.112705135294643,Low
42.0202536577157,7.804212173009547,76.26424819372532,40.382647001740565,Low
22.95555450894055,6.545401676069625,66.74823540785599,43.58870319242396,Low
10.54098157851036,6.133627445097714,56.33472062184569,43.014351609306296,Low
42.49114969057039,11.7358801442243,34.560281019908274,40.86038342447971,High
24.986445191106,5.280592843893845,51.54487484571564,41.31953693614553,Low
43.832918666528435,10.298606699659162,34.01071151559588,20.1152815519333,High
43.726699198123846,11.87331967586572,68.48068520580642,15.30144615911254,Low
39.85533094135761,4.159211869920623,43.217664771064236,32.374189673077325,Low
20.305711222435498,9.59221931233676,70.02183301964158,27.083695715408833,Low
23.478420501067383,6.023294444450297,42.89655307896352,13.456135154330987,Low
39.78978350308999,4.323902594626436,69.44896431199348,33.71394606078438,Low
21.09227018046972,7.223116631653046,39.99906890991451,29.70010026196707,Low
15.932246134013237,11.481742481367,46.40796227706019,40.20735902836537,Low
29.488044186042256,4.0941207549359815,56.92930516055945,31.321432849093952,Low
42.765417095627335,8.703085535438253,24.21725684179512,30.08811629026138,High
34.36104288362405,8.011171828762595,76.89242370892786,25.426310316641977,Low
29.952140953127774,10.98707331496838,54.41634716742819,26.197547446110462,Low
13.4011772819769,4.672013716165005,50.46920088144814,43.40334294426906,Low
31.52525293447094,9.452208239093203,70.36363826719472,14.845610329008377,Low
44.65188475364921,9.440877587466218,71.94576379380965,25.617658650376548,Low
14.90294053327834,9.352640134898266,51.33562427174096,32.953953187439495,Low
28.141537832730787,11.538675959480296,75.63573954761824,25.155372595663984,Low
40.70805751747844,10.584700232055043,23.884265964588838,19.912546946426524,Low
35.92690162139716,4.335781809948048,26.793547535073053,20.057507976699917,Low
34.395550934834375,7.768662805636105,55.80729380086641,18.177961619020053,Low
34.58694293954882,7.183624449610668,41.243951707615025,22.036612020408135,High
22.58219029269143,6.4811777687264165,47.853509971351926,40.50861714542484,Low
20.275714549257266,7.610693801232778,39.684753073829995,27.68285926130483,Low
38.327640441747974,7.07355347940782,44.28351868669614,18.408355482723643,Low
38.35396881377133,7.458671199029323,69.35878082877797,23.458435095928635,Low
40.34753115030363,11.83409492486914,55.60857199125828,13.70406442274988,Low
41.963419339476495,4.709063797996646,79.8406729570099,41.64125089085583,Low
27.896983960132822,11.377846958709839,67.21275186925777,24.286924123200123,Low
27.553070314051986,7.841893707768214,36.4199752461096,44.31369216075765,High
37.94033126383713,8.98993796399633,35.86070706360177,22.16385706418817,High
32.74873757722178,10.641463732941551,40.15389620702042,39.27246165294924,High
34.56884070401962,6.883704233194044,70.59556883886457,18.97348596520086,Low
37.85274343026354,7.443375264703735,21.637259039033935,12.665351268216078,Low
41.15018696361482,7.276147842229712,33.81087673227546,11.110667658583024,Low
21.829830489803754,6.997848180286079,74.29510522065601,31.215894932567423,Low
23.14540334239804,11.40423457317516,58.39378616499512,20.905078508575627,Low
13.289367894430415,10.631439129544097,33.61082573006338,25.523195816653992,Low
30.23980493486609,4.871999918903809,33.14869809395482,38.652646246027835,Low
11.257979582885973,4.864986819816768,71.75708610556583,18.683782999318076,Low
26.295930634636104,7.4229561188239295,73.62545049662279,20.802836685721964,Low
28.992562214765183,4.789259013862472,35.36786545772692,39.58676647705335,Low
20.028943824489954,8.952744762168958,45.230621484591936,27.246679567022642,Low
30.679164119915377,5.149532858093871,70.07574431769902,38.96828084683706,Low
11.06750874786673,8.178986111734408,66.26044631659312,23.106660121321074,Low
11.307186606222505,4.057759576029742,68.83496639396506,23.9429493289488,Low
38.79101962308804,6.532770787301174,51.10389144727813,15.849842662238968,Low
22.606672449394203,9.417525789381244,74.69294289831039,42.072104875823825,Low
14.447117942815968,7.8723115218227875,39.557092637266116,41.38742929044133,Low
28.27851410191815,11.826155887991906,29.40032806085108,44.44759550976707,High
36.94977435845138,10.992830368529686,62.52393995389189,24.085649450939904,Low
17.55373596238951,6.87256623234521,52.361264960413784,38.65152296155247,Low
31.80116665366501,4.363892331778197,71.27514612856886,24.52338060852415,Low
12.98716127478188,10.76501040092015,24.869554947482897,25.900457612234046,Low
11.80886024090127,11.289874482517371,70.62154420628401,39.04997877581886,Low
28.59741210488518,10.565019147352295,37.59767919252933,16.20783698102399,Low
28.922229256353727,5.023599527358119,59.29134003009098,17.710882706161332,Low
32.31004655243723,11.983321075298303,22.407727344695346,21.015488413853525,High
35.413196680293154,6.068673772422191,56.57487777821604,37.58626613750201,Low
44.15482278118871,9.79363930246696,63.036301351240155,23.042804227882897,Low
28.070512190541837,11.264279010685772,42.125012870337216,22.535887289826654,High
21.303476552943607,5.8854969146456755,32.92464231572841,44.95857208393346,Low
37.831516816904625,11.266068437416529,52.2578405962127,23.43321500848178,Low
19.479128794172595,6.475852633558936,69.99144826613879,18.671968771045545,Low
25.363999724697265,11.811305779072448,39.41284149779905,31.812478737033015,High
12.745973346979309,6.250080163043797,35.14815785127677,38.065798318425024,Low
10.887276019541012,11.627486598062681,36.736118518261264,12.436274180310575,Low
43.692694513727375,4.428357207141399,76.94792917499987,31.661228089846627,Low
39.25930421792721,9.674176093358504,41.55661494587358,11.250740955807867,Low
34.359097213279426,8.25688907069603,20.21625439329723,28.421632284283127,High
24.313353054499444,7.823016616981845,66.90087247757718,18.99470473152332,Low
16.065301202479603,5.78795451404672,61.95648772012341,20.7324594185615,Low
15.475296493488012,9.644766318211936,27.714095876178135,26.348358739383393,Low
18.758501435760834,5.526475931570457,79.09425494809474,42.44876112609555,Low
29.222933264714218,8.422734367878146,56.48373711830667,34.873355730575675,Low
35.01085729450218,6.025962904322006,50.04676945643609,42.789595869957374,Low
33.106908185120595,11.644971038250848,42.933156057373466,33.09898515955372,High
19.797686393108002,4.229049550685223,73.92036533381827,10.248771148075088,Low
43.420284823211794,5.5978262408898924,34.6378088851138,19.295481907168714,Low
35.826392084351895,5.938484851099582,37.146134013194114,41.702040220213085,Low
29.402391837899025,7.312542606142531,27.344648401194014,32.52059323387107,High
31.410226118202328,5.861841934960428,65.54714573505561,44.35765327995962,Low
24.686002184972647,7.930792722150282,55.7329568243512,15.458740672640346,Low
18.67058463254051,10.979724186068312,56.543970155269896,20.38617415872818,Low
22.459043752794155,9.696507371273366,33.10822586116782,22.68286808309627,Low
36.52461386625292,8.639695844280888,59.07010334762503,21.42952363585587,Low
10.503772102041456,4.712025423861437,65.92750683481184,18.819703555245823,Low
14.062542417742069,9.551936867114204,41.47331184354135,25.521300051487223,Low
11.610092470761346,5.331314274487519,68.08082863770274,32.48043431792799,Low
11.425508081163954,10.290939087693584,40.92743531192126,20.89399230103436,Low
39.94112044038525,6.0004540680812255,65.48830769055726,12.789497315998949,Low
34.62802507830083,7.336389826567207,22.023806447463137,34.79863844126072,High
26.59608401805638,6.803761618543423,53.06987608841916,26.0655794523444,Low
13.424195622785051,10.870511317398854,78.1715936383932,29.476880713152212,Low
27.20655562908913,5.012355669707265,78.87467604094344,25.93902300073703,Low
26.571511977319798,8.525159059078309,36.90515470050444,41.16251262092186,High
16.062065446850532,5.136492875544498,46.48394546482133,29.5560749008233,Low
25.184807723329058,9.638366689057493,23.77867447919798,42.31468939481124,High
23.947665703908072,11.24062502235585,72.40047845627598,27.87013695446001,Low
31.554753431827578,7.476861230938027,54.114329188412846,20.240585678409865,Low
32.228277780367534,7.904738082119807,43.10604073643103,22.44049055116688,High
11.585640342021557,11.419382691862097,26.766233509349185,28.274525275467493,Low
23.111441511926493,8.167931109194857,76.80603712981335,28.5496303231753,Low
31.905097049998272,7.9007875043964875,51.81314286925962,34.056819554213206,Low
27.60976905030307,8.626632821634434,36.97567574497423,17.857320526532078,Low
39.97714444159128,9.513837890903616,41.01290780789057,33.05950149879256,High
33.05427710666308,4.855067000696251,36.24183085532886,37.25058029332633,Low
15.70270494785004,10.568884221932128,56.10858853141884,33.68071963134465,Low
12.469906159015045,7.484040219626074,75.7978145468306,26.863983843615678,Low
32.48467473722104,4.578788079179884,71.40162819959386,44.70882278908919,Low
10.927895868956764,10.289461353585704,47.62285252555865,24.168460569522566,Low
30.502145344571215,7.015599773490177,69.58996173806048,13.730671510294023,Low
42.908058449873515,4.8029399607604315,45.386328876579796,38.752647539257005,Low
30.141596225655764,9.070232316346004,35.13842844551828,17.427042660814635,Low
23.58594741722827,11.041050827469133,79.00490691598567,34.964995051585475,Low
32.51508764548236,11.10202807531189,38.23325407824931,16.264169895029404,Low
26.03885116720308,11.661307798471785,39.423453859214504,10.590708680027879,Low
29.096587626057723,10.941643678133504,79.38157206719134,15.592951132615898,Low
42.95126830717838,4.017127354763802,28.035649589939293,23.194604380153766,Low
23.513592323027098,7.041929331307122,65.63203928058171,13.73163864954294,Low
43.641669733837,10.548340639244024,76.14876550896359,16.91876794824887,Low
41.68727246846223,6.930024047987794,50.70769965652512,36.76191971895375,Low
16.852689717625374,8.812388051037649,20.151305702169203,36.945926279199576,Low
12.427645530630791,8.850535578996256,42.50353664678637,38.61208795168419,Low
13.527230048209933,6.920202432310584,26.694139543089626,39.44043327916574,Low
10.637763897804241,11.235791418250301,44.97125965602174,24.71525631148144,Low
13.305503626457494,8.02582676308894,67.40160569853708,40.3642381242735,Low
33.90523706957249,7.718273647500006,46.32269293302803,28.407790625491508,High
12.491602696108014,11.980109965295167,45.91550728075535,26.470899092760284,Low
21.164147060281646,7.948002912580933,53.4073686151308,35.14877151485216,Low
39.570635883930905,5.427186015428648,54.901435084860815,17.483644397596752,Low
10.814517750753906,8.104555382907504,71.37777852793829,37.63240818896152,Low
38.50639689061275,10.51213388415944,38.501326353737085,25.031303929817113,High
19.864917117068998,10.214882615186252,69.30027586208095,14.455339490131614,Low
14.135768966757968,10.308654120867768,53.95602492152284,14.175916973093866,Low
34.38580078774527,9.664190271983294,38.031772983028816,15.771736034634504,Low
32.01299963729594,6.033742632533506,37.70756264036463,41.170045698532384,Low
40.71152047344685,10.896672686721852,41.66825102634347,44.68282377906666,High
35.727486533136,11.14754772301012,57.36159455719853,22.49408297204492,Low
38.121832563469695,5.5532215729483925,33.84870388159695,20.225034827185418,Low
19.871210039995727,5.043645092411151,75.22001370033604,17.656984040801806,Low
16.2103840322903,11.804839748712897,54.49475505067402,38.83357670085359,Low
36.27151630743004,10.946591709202943,75.2009466197604,17.322261884660662,Low
38.239215874354244,11.145889177679575,22.784261514749282,42.34315454755944,High
44.66767997002356,11.091011076995162,40.5566822276884,33.357263263994895,High
24.441618691899926,8.333494592269826,21.368459641257385,41.39947270842181,Low
23.02063300274741,9.171213893326398,36.33510890587819,29.39034490379512,Low
37.17445362596989,8.362902817069134,71.72038833611529,34.17379517638739,Low
21.928123908855625,4.409650793522633,22.19658295053205,31.681033523019767,Low
42.57650639612476,9.964024682822181,46.16882599494469,39.091840971332886,High
40.044446314505414,8.042656266687043,27.054024228393665,39.255128391505835,High
25.014790958125644,9.181672598321839,45.010439555622064,30.64275499457938,High
36.28048737270241,8.021118439804283,70.33109505586265,32.13776772654203,Low
